txid,is_anomaly,anomaly_type,wallet_ids
83c1ba0f9d9f499d90245ec8305412de,0,normal,
b9954664d3d045e3a3d0626f96c0f286,0,normal,
f1dc27aecda34ad59a2d3d66d2af6760,0,normal,
3faac1cfd0f1425ca56cb5a5051499a1,0,normal,
cc7217c462af4aef86fb10ebaaf29576,0,normal,
b5ef9082db3c4630bae3f7982ee27950,0,normal,
7263e41eff844023a657c69c0b019eba,0,normal,
6e1a5b34483d4657bc9b46e0f1f1603a,0,normal,
443ba5803b22489db005067683f2dfc2,0,normal,
4ee3f42268cf4efc8a11b4f6bb982c27,0,normal,
13c6e80e7693434d97ee5750f3d5baa5,0,normal,
5a6284aaa9d849e6a4e5c45e46095d88,0,normal,
5ee80e42a9ef43489fa664733f74a0f4,0,normal,
19babfcf665f405a91241462995de04a,0,normal,
e4254a08a4b94625a9374c785aa794cb,0,normal,
481583e5d39e47c7bdedb58ac1fbe2fe,0,normal,
b2ab9f82128d4fc8b60bf5381087333a,0,normal,
2567b7182df945e1a1b47e7ba366d613,0,normal,
4c8f9fc9cea94e35830963f98cd9f759,0,normal,
a7beb2c440ac4d149637b2863d67a70b,0,normal,
a6b256d34c3446b48b7331c5459fa8d3,0,normal,
7372b155e80247659bb8caa491e823f0,0,normal,
c38454ac2c49423d93bdce0bcf95750d,0,normal,
a2739ba568464377a85a604ae234661a,0,normal,
2e04212baed04e41bbcbe003ca609ab3,0,normal,
47fc3c751aab419fa4e283e1e8992a17,0,normal,
205cc3c053e84a59af4962ca4fefb391,0,normal,
64a30163c56c49e7bda0157e73ba4da5,0,normal,
829d38eb2cf948d7baf1be6f9afbc8e2,0,normal,
0f179a635dcf493494b83c6e91ea4c90,0,normal,
d611766a3fad43c28906dfb5683e40f1,0,normal,
5ba9c25e76724ba2925355a5714a4f95,0,normal,
bfc473a30296451fb8f37272cec9ee92,0,normal,
ca2e6cc71f1549efb4c88efe6a31690b,0,normal,
4ba249ad4f8a406a9404a663d896b48d,0,normal,
182364a47aa44531a6f31d23f40c9049,0,normal,
9e5929bb211a4d449416856dfe7d7e14,0,normal,
08358e19dd314504a38b99288ee0de2b,0,normal,
981a3bc6436d48aca97f65b62af99b98,0,normal,
35b0d3576b1e4edcb41c6ea9b8ee229d,0,normal,
821ec9c5e4274bbc9d501deb6db03e12,0,normal,
e8dc31f547db48318f03b998da74f60b,0,normal,
7d238a3c594f444c8ad9e04620a6a237,0,normal,
17c86d8b8461417c97d16c07f4221391,0,normal,
4f43552a641d4c06a0507b52d5f897b7,0,normal,
c41b82d4169542648bd564e405c9327f,0,normal,
98701894753245748001365748c8b2d0,0,normal,
ae268b15ec6a4ee1a7f6502e0248ba4f,0,normal,
9ccdf563495d43ad83805fbed375ff8f,0,normal,
df8a0844f4134366a319a49ff7f55062,0,normal,
9b79c95e44ee4f66bd0fd125f87a57f4,0,normal,
ed5ed8e904c7453c9d0085113294cbb0,0,normal,
8dcea586e702439783ab4d5ed88e3f30,0,normal,
8dea174518424075930abbbdb49132fa,0,normal,
f66f6a2cae9a42609505444c9031acda,0,normal,
ee4ac349f30e48be9390112eb2aad8c8,0,normal,
a85edc512c40473bbd5dcb0496912e01,0,normal,
765b469ce6404887a497734ddc92994e,0,normal,
b2d38c08f7454b2c9c2ad6c6ec31842f,0,normal,
2d31220e9445480394abe245fb7f06a1,0,normal,
7fd839dd8c364b709f68086ce495bf9c,0,normal,
fe998f4c82c04f8c97f7005e1158fa5d,0,normal,
3be2ff56f6cc47ebb8a0551b1b9c612c,0,normal,
39a411f7de284a57a7c38241c16a6ff8,0,normal,
984a64b3b9054e82a600325fcdeb6c04,0,normal,
b74c6dd7a8e3480abd376448f0d8485a,0,normal,
daee8e13a702415fb0a7f45eb16ac53e,0,normal,
913abd4025454d6ba3322e5b0704df74,0,normal,
496297a521484c22b9c5dbffc54f54e4,0,normal,
946a294a3f10421ba9d3c5d9bde2ffd5,0,normal,
2a280b740c6c444999ed18f54fc68ae6,0,normal,
0ca37d3a30a04246aff4f8d5c792ed42,0,normal,
241296e33c40453390e4f0b02f7315a4,0,normal,
37880eaa9c7b44bda6a8fb3cef765057,0,normal,
25630206f397449bac4bac746e222ba4,0,normal,
2661d26cf7434047b4b4f8c26b7429e9,0,normal,
821497c0e26b469988944843adc758cc,0,normal,
0ad0d25d6c354e8d8357c46e6226c84d,0,normal,
6e85df3cb1b84c9d9e5c9e4b83ada185,0,normal,
269d16aacef94bcaa9977df36a461fcb,0,normal,
b55063d2ea464fc1b7857ae663ea1df7,0,normal,
402c95fb5aed41fd8b5c3c51f7173d97,0,normal,
3d111cb7f44e40a2b2acb14e04ce718d,0,normal,
a3ad7bd3e78549ffa0db6cebcae33a34,0,normal,
f848ea99ff2144cc9838863dfad30c40,0,normal,
857c02053878475688cde7bedaa099f2,0,normal,
bdbd4edaa8144a1aa0a6a4e408f02c48,0,normal,
a89e663792b842188b3f4fde25c1ca46,0,normal,
3a2c36e865d54be5b9fabfa79009ba54,0,normal,
2a1a3b70a9d64fd4a43be4dbc5ecd898,0,normal,
1577f2ae62af41f59197d86e5604ce87,0,normal,
88663777805047738e3612b290dfcdb5,0,normal,
3411fee5f95441888744f44d3984935a,0,normal,
00d79ee4862f451d9b6c08ec588f7b44,0,normal,
cfe84f1119f84a2fa171e595a982114a,0,normal,
21502e31ede5448899265fae40b0f917,0,normal,
1e33fc3478824f0ba6e13ad71f3926bb,0,normal,
710039a4ef1343dd93eab9f48686ca9c,0,normal,
5bd921bbd1724ff8973d18ce0559b486,0,normal,
f12bccb6c9b14c16ac0c6706b99f3805,0,normal,
9cd5c1b0a8404c8687b8f6014b1043b0,0,normal,
dd654cd67a254981a053c46716abda3d,0,normal,
e2f8b2b9a0b74126b00a4fe9b345379a,0,normal,
d967f6ed069e4f6ba2e2515ebccaf04a,0,normal,
8603f5c0596f4df4a6cbc2db1b76bfa0,0,normal,
c8ac212fc9b24dafab44a9b459cb7b53,0,normal,
c9059721eb254fda9b04f45c3924fe4b,0,normal,
c0a05a75d8304a5c9e85a803858868ab,0,normal,
be1c7369d8e34a6fb97e6a26632bde0b,0,normal,
80c0bee86d624a508ee645cd08790363,0,normal,
78e504aed60548f99dd3b9450d7d818e,0,normal,
2e8ebbdabe274faca5bb7d6a79abd9a4,0,normal,
9d67bdab6fa94abca720dc12e718cfd5,0,normal,
ccb3a1a7954043ffbf93cedf62bc3578,0,normal,
0bf2e35afddf4909be5c3fd1ea3032bb,0,normal,
0d6c0ec8d7db4fe1ab4116a3e260affc,0,normal,
e4b8e8ca44c044c28d84f4cae1473ed9,0,normal,
86faa73b62384c8c9b3a3104de7fcb20,0,normal,
1b37f34f6c374c79b3be637b9c5c8353,0,normal,
305dfbdb00ed42ea8b5b0b3f53b5db4f,0,normal,
a9c399427b9b479698e75efec3b61ccc,0,normal,
1df38e24bfa545b3a8d084a41f12e88b,0,normal,
e0a4d378b1024f69b866a5c889ef460b,0,normal,
b021dca33b27429dbf46d9cae0c89664,0,normal,
0f0950cbf47248219cee5d3c9e114aea,0,normal,
014e10aeeec948008ed2daa1a6cfd295,0,normal,
be233d6347c14311b35db40917d38a93,0,normal,
d74f2967f3b8457080dea2ba69b5b515,0,normal,
6899f2be4e3640e6b49e3cf4d0c2cd5c,0,normal,
39a289baee92484a8660457acba3fae3,0,normal,
6654f0e82b044c52b47e0db272605c8d,0,normal,
3ecdac60338e4e38ad042f01bba7f8e4,0,normal,
a66fc2dabe264b7586755a264de58676,0,normal,
a1c806d5dc8c4682919cc113de06dc92,0,normal,
42d98a8c22e84b37ad97aee36ee00cce,0,normal,
1c3a7ff0153c446c906397b65a88b12f,0,normal,
1d667d9515dc4d95bfc9beb63aca2b11,0,normal,
039962dd6c4e4942b92d2813f2f3a3c4,0,normal,
66096c5864c946d1a7155653e20f921c,0,normal,
71e50656e7b1462d9198eb86eab23813,0,normal,
713f7a27479a4abcbf081a5d091c2717,0,normal,
cbc545af7db149e8ace52fc4804b21a2,0,normal,
da672d8b221648e387b78ccd195e1100,0,normal,
fe7b2155ec754dee8b0cd39bb25bea5d,0,normal,
65eae9a54c6a4095ae556ece1eb0738b,0,normal,
4e59e89598e347dda1216b9add5de1c8,0,normal,
6cb59231eb884411ae337512181224d6,0,normal,
1703652d8e6e470dadc2ac06bd4f5608,0,normal,
b8ba71c8039849c1a95232119cc9e0a4,0,normal,
cafeaba7176249acaf87637af56c40c6,0,normal,
9f4391506cee4cc29cbcfade329f789f,0,normal,
9358754357214c89a6d25431529edeba,0,normal,
70b66424d3d8431cb16081bd940af2ef,0,normal,
dcc4b766c33d405b9b38147de4e5768f,0,normal,
