txid,is_anomaly,anomaly_type,wallet_ids
ec2f5d0ce48a4ce5a21fd688aec55595,0,normal,
7bb1db6577e047468ce5f6e443322f8b,0,normal,
d6dbb48c26814869811368f4b2c9f66a,0,normal,
8ad13e69633943c99fdbb7eb88947d29,0,normal,
0f7664ca548b445b95d435b4e8b2172d,0,normal,
99eaa4344c4d4d108713533282cb3fb2,0,normal,
b8e5375d586f466f8b0d9ee765457eeb,0,normal,
d997a3653c2c44958a4c0b88ef2ac487,0,normal,
f6032165ffc0483595a535e1ea86575d,0,normal,
5fc228ec04e9489f8dc34645a991c551,0,normal,
79891457851b4d038344d80027ffda54,0,normal,
0712930bdbca467aacaf91de63cfe1ad,0,normal,
0bfd74cd148247cc837810500f261419,0,normal,
4b9ae982f88448bc9233d696a78c5899,0,normal,
5e545444cefc474085900949aa702255,0,normal,
d6526b1bfe7b44afbc545b002c4a4eb9,0,normal,
2f75a289715741468e679134082c0288,0,normal,
3553e9920595483b91d25f063a42364e,0,normal,
84899938b3ec4b2889eba20053e1a606,0,normal,
4551a8c6f8ae4d5796c4042449d43c97,0,normal,
63db4302dfac4be7b7f6f707e2e9e2ce,0,normal,
333f4460be2b4fa49a84cb574b4a2cf1,0,normal,
1b27842f4cba4ea28e0aaeebe5020042,0,normal,
08bea5b7a1e045f69ea8ae6fce0032b1,0,normal,
3d734eb64c424347994de05e82ece61d,0,normal,
f4ccf12cd8344d5080efcdb31002b7bf,0,normal,
79547f20dc514f47ab9b8a4f5ffc6929,0,normal,
a99c7697fca444a58565b46d80eb89f7,0,normal,
1df25d86d88b40d19b8c99ba9fc96ae6,0,normal,
99d729cf74794dc48ffb67435d65af73,0,normal,
9259d3231d584263bc26ed219b1d5f60,0,normal,
4444d28c3aab4db7a2d054aa2c3c3ae2,0,normal,
bd5b5ccff54b433d93ac23376d9a483a,0,normal,
852fdda5647647aa8033d8463d6adb42,0,normal,
62429c87666d448098b5d111e6cb5df4,0,normal,
6d94ff4cdc444cb883a7bfb403c83c6e,0,normal,
7383372883ab498cb1d2b11ef289aa3a,0,normal,
e2c2a3799d3741e68f27aaebcf1636de,0,normal,
fe97b16f3fe84cc08d7213305adedda2,0,normal,
9f466d1666494d358954103af521f81f,0,normal,
888f1e6fd610467da62b7305020ce6ff,0,normal,
12c199a0fb2048abb06d5bfa789a8a5c,0,normal,
fd0ae2917b80400fa4380df8d05e20f7,0,normal,
669052ff78ba4f15a5dbe1681e15ed40,0,normal,
fb31a1d661274aa296d375920d89b5ab,0,normal,
3039e3cde18848b48769e438f3429b51,0,normal,
ab78b2e540d6471aa12ea1c056f873b6,0,normal,
202ec5b92aa1460bba8d2f1d0e9360a1,0,normal,
8a38830eb83d41b3823610dcf1be600d,0,normal,
a3e2f6a17c164c45b3bb680a4caa4e5f,0,normal,
