txid,canonical_wallet_id,if_flag,if_score
ec2f5d0ce48a4ce5a21fd688aec55595,393,0,0.10554277665769723
7bb1db6577e047468ce5f6e443322f8b,418,0,0.09506400174303092
d6dbb48c26814869811368f4b2c9f66a,454,0,0.11868201927951488
8ad13e69633943c99fdbb7eb88947d29,31,0,0.09451456651393308
99eaa4344c4d4d108713533282cb3fb2,468,1,-0.01932619997514251
b8e5375d586f466f8b0d9ee765457eeb,115,0,0.10730693249078199
d997a3653c2c44958a4c0b88ef2ac487,556,0,0.12903579472863236
5fc228ec04e9489f8dc34645a991c551,223,0,0.12071400713670793
0712930bdbca467aacaf91de63cfe1ad,356,0,0.12089578800626732
4b9ae982f88448bc9233d696a78c5899,705,1,-0.03053963516984859
5e545444cefc474085900949aa702255,169,0,0.1071927769003364
d6526b1bfe7b44afbc545b002c4a4eb9,211,0,0.11274468319272463
2f75a289715741468e679134082c0288,287,0,0.12454008491402996
3553e9920595483b91d25f063a42364e,720,0,0.12446175521743497
84899938b3ec4b2889eba20053e1a606,526,0,0.10762925250138411
4551a8c6f8ae4d5796c4042449d43c97,768,0,0.09743326011050313
63db4302dfac4be7b7f6f707e2e9e2ce,671,0,0.08003041493970758
333f4460be2b4fa49a84cb574b4a2cf1,149,0,0.12269180950951869
08bea5b7a1e045f69ea8ae6fce0032b1,647,0,0.12806137255418343
79547f20dc514f47ab9b8a4f5ffc6929,711,0,0.11813588164151068
a99c7697fca444a58565b46d80eb89f7,595,0,0.10131739499216058
1df25d86d88b40d19b8c99ba9fc96ae6,748,0,0.11523858101074397
9259d3231d584263bc26ed219b1d5f60,439,0,0.12834779732608614
4444d28c3aab4db7a2d054aa2c3c3ae2,290,0,0.11585151073338013
852fdda5647647aa8033d8463d6adb42,101,0,0.1088498720886098
62429c87666d448098b5d111e6cb5df4,127,0,0.12115210710225471
6d94ff4cdc444cb883a7bfb403c83c6e,438,0,0.04925334215573457
7383372883ab498cb1d2b11ef289aa3a,665,0,0.031816943584959956
e2c2a3799d3741e68f27aaebcf1636de,369,0,0.10323941717638307
fe97b16f3fe84cc08d7213305adedda2,664,0,0.10650822369053364
888f1e6fd610467da62b7305020ce6ff,439,0,0.1152469545347754
12c199a0fb2048abb06d5bfa789a8a5c,135,0,0.10535868417190591
fd0ae2917b80400fa4380df8d05e20f7,455,0,0.08991483369909398
669052ff78ba4f15a5dbe1681e15ed40,123,0,0.04023222923631775
ab78b2e540d6471aa12ea1c056f873b6,771,0,0.12682873410228923
202ec5b92aa1460bba8d2f1d0e9360a1,146,0,0.12229385643605645
8a38830eb83d41b3823610dcf1be600d,624,0,0.0706678696113921
a3e2f6a17c164c45b3bb680a4caa4e5f,218,0,0.11155683169037162
3dc3c04bcc0647899f6bde8bd6f687f4,703,0,0.0909366953059218
e675de5d574145b0a86ea57f223db1da,102,0,0.12273183802529364
7493790ed92143ffb7968170ca1a8aa4,747,0,0.12841459102177855
08bc68b3f8da4396b6188bf753f8d905,322,0,0.1137511394165776
3984734d13f645b8ba3e59669e07f254,622,0,0.07347896504316309
61111c74bdfd44d590b53939db551985,621,0,0.005958649165934471
6e9ac9583d194ed6ad23da3cc4411431,55,0,0.10628307177737234
b102cb874e53418cbbb67083e2ee446d,12,0,0.10943056907060356
05a98fbea2db4d6f96ec99690d618597,396,0,0.10359109049622256
5c3a3f2302064da38455862c09c4fa78,220,1,-0.016443490848485953
8aba058c451546ebb779a06de3bbf06d,293,0,0.09643525110384266
29cfaf24bffa42d495379f7b20254bb0,718,0,0.09802580205530625
6d0c1d08c33e4471b7549a3e28a2be0b,630,0,0.11196851858129697
2c7d0392213f4e909cca9edbb27cb479,523,0,0.1008775058848323
6956a6f5258e4448901b317af017fa0e,549,0,0.12818961080368396
f150fd2b8fb342d48140ecc50a77c5ad,781,0,0.014744871877028665
d0964dee92c04c82af5900f6b61acdb5,317,0,0.12787211304418816
1a9ae50acb87408ea0c4dbffb1a51567,12,0,0.0932730727769463
6dc7dbfa48a34ccd982f28aeac1269d3,738,0,0.07374937993617658
261fa93897e647248caf9d17efe6e1a2,799,0,0.11163753134650323
40965a7765f848c490b56d7eceb4b33f,65,0,0.11156368797773802
